i3-dab5| accepted; 
lugal sza3-gar du8-du8 {d}nanna {d}nin-gal-bi dingir gal-gal-e-ne-ke4| The king that dispels hunger, both Nanna and Ningal (and) the great gods 
{uruda}ha-zi-in gal-gal-la u3-sar i3-ke3-e-ne| They were sharpening large hazin axes 
ma-me-tum| Mammētum, 
tukum-bi geszbu2-ta| If through a fistfight
2(disz) {munus}asz2-gar3 niga| 2 female kids, grain-fed, 
ambar{ki}-a| in Ambar 
i3-li2-isz-ta2-kal2-e na-be2-a| what Ilī-ištakal says: 
nesag {d}en-lil2-la2| “first fruits” of Enlil, 
za3-mi2-zu du10-ga-am3| your praise is sweet 
ga2-kam ki-sur-ra-mu| is mine! It is my border territory! 
kur dub2-dub2| that makes the foreign land tremble,
u8 peszx(SZA3xSAL)| pregnant ewe 
dingir-ba-ni nam za3 {disz}tukul-masz sanga asz man szu2 man kur asz{ki}|  Ilu-bani, border governor of Tukulti-Ninurta, sangû of Assur, king of the universe, king of Assyria, 
dumu {d}da-mu-gal| son of Damu-rabi, 
{d}nin-sun2-ka| of Ninsuna,
1/2(disz) nimgir-di-de3| 1/2: Nimgir-dice; 
he2-e| has been made, 
a-ru-a na-ba-sa6| donated (by) Nabasa; 
mu e2 puzur4-da-gan| year: “Puzriš-Dagan.” 
giri3 e2-e-a-na-ba| via E’e-anaba;
3(gesz2) a2 geme2 u4 1(disz)-sze3| 180 workdays, female laborers, 
in-szi-in-tu-u4-da| that she has born to him
kasz4 i3-ib2-e sa2 nu-ub-be2| (Even if) he runs (i.e., hurries?), it will not occur readily 
u2-zu-ug dagal-la hu-mu-gar| I established a broad sacred area. 
e2-ganba-ka-ta| from market house 
1(barig) 4(disz) ur-{d}li9-si4| 60 litres (of barley) 4 units (for) Ur-Lisi
du11-ga-bi-sze3 mu-un-gur-e| and bows to their commands - 
nu-ma-SU| a (previous) widow
u8| ewe 
dumu ur-{d}ba-ba6| and daughter of Ur-Baba, 
er2-ra-ke4 gal2 ma-ra-ab-tak4| The “threshold of mourning” has opened for you 
sza3-zu galam ka-ad| Your interior is skillfully knotted 
tukumbi ni2-gu10 ba-ab-bulug5| If I have boasted 
2(u) ugula-gesz2-da kas4-me| 20, foreman of sixty runners; 
ki-ta ba-ra-an-ri| He made Eridu distant(?) from the ground like a mountain range 
en-dingir-mu i3-dab5| Endingirmu accepted; 
{i7}idigna-gin7 gu3 nun-bi he2-em-de2| Like the Tigris river, may she bellow loudly 
mu-na-an-szum2-ma-a| was given, 
{d}hendur-sag| For Ḫendursag, 
1(asz) na4 mud kisz| 1: stone (monument) created at Kiš, 
a2-bi u4 1(u) 8(disz)| its labor: 18 days; 
1(bur3) 4(iku) GAN2 1(u) 1(disz)-ta| 1 bur3 4 iku surface at 11 each, 
sag engar erin2 ug3-IL2| xxx 
en {d}nanna| en priestess of Nanna, 
kiszib3 ma-an-szum2| under seal of Manšum,
usz-bi 6(disz) kusz3 1(disz) zipah2| its foundation platform, 6 cubits and 1 half-cubit (high), 
nin-bi {d}nin-tu-ginx rib-ba-ra a-ba-a igi mu-ni-in-du| Who has ever seen anyone as great as its lady Nintur? 
u4 si-masz-ku-um{ki}-sze3 ba-e-re-sza-a| when to Simaškum they went, 
mu si-mu-ru-um{ki} ba-hul-sze3| to the year: “Simururm was destroyed,” 
sza3 ki-ag2-zu-u3 u4 he2-em-su3-re6-e| May your loving stomach be lasting! 
5(disz) 1/2(disz) ninda 2(disz) kusz3 us2 2(disz)-kam-ma da e2 lu2-dingir-ra| the other side, long 68 cubits, adjacent to the house of Lu-diĝira,
ki {d}nin-gir2-su-ke4 kur-kur-ra igi mi-ni-gal2-la-sze3| the place of Ningirsu’s looking on all the lands, 
gal zadim| chief stone cutter, 
sag-en3-tar e2-kur-ra ensi2 esz3 mah-a| The powerful one, caretaker of the Ekur temple, ensi of the supreme shrine 
bi2-ib2-tak4-tak4-a| shall cause it to be held back,
e2-gal-mah-a| and the Egalmah (temples), 
uri2{ki}-ma e2 {d}suen-na-gu10 gul-la-bi gig-ga-am3| O my house of Suen in Ur, bitter was its destruction.” 
gurusz 1(disz)-e 3(disz) 2/3(disz) gin2 1(disz) 5(disz) sze-ta| per worker (day): 3 3/4 (volume) shekels;
1(gesz2) 2(u) la2 1(disz) gu4 niga| 79 oxen, barley-fed, 
a-lum| long-fleeced sheep 
nam-dumu-ni-sze3 szu ba-an-ti| him as her son has adopted (and) 
u2-gu ba-an-de2-am3| went lost. 
bala-a gub-ba bala-sze3 gen-na u3 bala-ta gur-ra| stationed in the bala, gone to bala, returned from the bala. 
iti {d}dumu-zi-sze3| through the month “Dumuzi;” 
szu mu-na-tak4| send. 
emeda{+da}-e u5-a nu-di-de3| So that the nursemaid does not sign a lullaby 
szunigin 2(gesz2) 4(u) 8(disz) amar| total: 168 young cattle,
lu2-{d}ba-ba6 dumu {d}utu-bar-ra| xxx 
1(u) 8(asz) 4(barig) 2(ban2) zi3-gu saga gur| 18 gur, 4 barig, 2 ban2 fine pea flour, 
ibila kal-ga szul {d}suen-na| mighty heir of youthful Suen, 
6(asz) ninda ge6-an-na-ka-ni| and six loaves are his bread at evening. 
a-ra2 1(u) la2 1(disz)-kam| xxx 
dumu uku2-ra2-ke4| When a poor man 
{d}inanna-ke4| of Inanna, 
dum-dum-bi lugal {d}ur-{d}za-ba4-ba4 gesz tuku-tuku-da-ni| When King Ur-Zababa heard about this groaning,
a-ba za-a-gin7 dingir-re-e-ne-ke4 me ku3-ga-asz tum2-ma| Who is like you among the gods in being suited for the pure cosmic powers? 
sipa {d}ur-{d}namma-ke4 ni2 bi2-in-gur3-ru sag he2-ni-in-il2 lugal kalam-ma-kam| The shepherd Ur-Namma has made it exude awesomeness, and he, as king of the Land, has lifted his head high there. 
szunigin 3(ban2) ninda szunigin 6(disz) gin2 i3 szunigin 6(disz) gin2 naga| total: 3 ban2 bread; total: 6 shekels oil; total: 6 shekels of alkali-plant; 
u4 2(u) 2(disz)-kam| 22nd day, 
bappir2 duru5| moist beer bread;
6(bur3) GAN2 a-sza3 ugur2-tur-sag-du3| 6 bur3 field area: fields of Ugurtur-sagdu; 
inim si-sa2 {d}nin-gir2-su-ka-ta| the just word of Ningirsu, 
ama {d}nin-lil2 nin ki-ur3-ra-ke4 er2 gig mu-un-sze8-sze8| Mother Ninlil, the lady of the Ki-ur shrine, wept bitter tears. 
sza3 pisan a-a-kal-la ensi2-ka| in the basket of Ayakalla, the governor, 
ansze nu-mu-un-kusz3-am3| The donkey (who) is a widow 
hur-sag 7(disz)-kam bi-ri-bala| He traversed(!?) the 7th mountain range 
2(bur3) 2(esze3) 4(iku) 1/2(iku) GAN2 1(u) la2 1(asz5)-ta| 2 bur3 2 eše3 4 1/2 iku surface area at 10 less 1 each, 
mu bad3 mar-tu ba-du3| Year: “The Amorite wall was erected”. 
ad-da e-mu-ut-ba-la-me-en| and father of Emutbala -
mu-ud-na-gu10 me-na ba-du3-e me-na ba-gul-e me-tesz2 abzu| “My beloved, for how long was it built? For how long is it destroyed? … adornment of the Abzu.” 
dumu e2-a-ga-mil| son of Ea-gāmil
ur-za3-e3| Urzage, 
gu4 a2-bi2-lum| oxen from Apilum, 
ug3 u2-sal-la he2-gal2-la ha-mu-da-nu2| May the people lie down in safe pastures under your reign, (enjoying) abundance,
a-zu-gal| chief doctor
lu2 eb-gal du3-a| the man who built the Great Oval, 
e2-a gesz-hur-bi im-ga2-ga2| She is establishing the plan of the house, 
nu-ur2-{d}suen| Nur-Suen,
bar-ta gal2-la kiszib3 nu-tuku gurum2 sza3 pisan ur-{d}szara2 nu-banda3-ta| that which is extra, having no seal, inspected, from the basket of Ur-Šara, the overseer, 
ra-gaba ku3 an-sza3-ta dub nam-ti-la-na e11-de3| Pure rider, bringing her tablet of life down from the midst of heaven 
ar2-ar2 he2-em| and ruins may it be.
a mu-na-ru| he dedicated it (this statue). 
a2 tuku hul-gal2| of those powerful, inimical,
gala-e-ne| lamentation singers, 
ki-ag2 an-na| beloved by An, 
giri3 ur-{d}da-mu| via Ur-Damu; 
u4 ti-la-sze3 ur-sag-e-ne-e| That heroes for (future) lifetimes 
i7 pirig-gin7-du| the Canal(?) Going Like a Lion, 
ur-{d}ku3-su3| Ur-kusu
mu sza-asz-ru{ki}-sze3| xxx 
ku3-bi igi-6(disz)-gal2| their silver: 1/6 [shekel]; 
{d}eresz-ki-gal-la gala-tur kur-gar-ra gu3 mu-na-de2-e| Ereškigal says to the gala-tura and the kur-gar: 
a-wa-an{ki}-sze3 ba-de6| to Awan was carried off. 
szu-ri-a-bi dagal-bi sukud-bi| one half its width (is) its depth,
nin-gu10 lugal-sze3 szu-mu-un-szi-gal2| my lady, it makes the king extremely happy. 
dam-a-ni-ir| his spouse,
kiszib3 dab-ba a2 erin2-na-ka| sealed documents of conveyance of labor of troops,
{d}en-ki-ke4 esz3-e nibru{ki}-am3| In the shrine of Nibru, Enki 
{gesz}kiri6 lu2-ka| in another man’s orchard
1(disz) {ansze}zi-zi-nita2| 1 stallion,
e2-an-na kur-kur-ra| the Eanna (temple) more than all the mountains 
szu-gid2| for exstispicy; 
{d}nin-e2-gal| To Ninegal, 
5(ban2) i3-nun| 5 ban2 butter oil, 
igi {d}nanna-ma-an-szum2 dumu u4-du10-mu| before Nanna-manšum, son of Udumu;
dumu szu-ba-an-an-ke4| son of Šubā-ilān, 
ansze erin2-ba szu2-ba| just as on the donkey’s yoke fallen,
ki ku3-ba tigi2 szem5 {kusz}a2-la2-e gu3 nun nu-mu-ni-ib-be2| In its sacred place (?) the tigi, šem and ala instruments did not sound. 
ka2 silim-ma-bi {gesz}al-e bi2-in-ra| He struck the Gate of Well-Being with the pickaxe, 
e-bi i7 idigna-ta| that levee from the Tigris River 
ki gidlam4-na-ta| from her spouse (Enlil)
x x ku3-sig17-ga ba-ni-x-x| He adorned it(!?) greatly in gold 
sukkal-mah-e| the chief minister, 
dam lu2 ur2-zu-ne-ne nu2-a me dam kal-la-gu10| “You wives who lie in your men’s embrace, where is my precious husband? 
e2 {d}utu| the temple of Utu
u4 henbur2-e| After the seedlings have split the ground 
ur-ku3-nun-na| did Urkununa 
mu sa-am-su-i-lu-na lugal gu-za bara2 gu-la ku3-sig17-ta {d}nin-gal-ra mu-na-an-dim2-ma| the year (in which) Samsu-iluna the king made a large throne dais in gold for Ningal.
gesz| tree 
in-ta-e3-a i3-dab5| Intaea accepted; 
nibru{ki}-ta| from Nippur 
e2-me-husz-gal-an-ki-ka-ni| his Temple Having the Great and Terrible Powers of Heaven and Earth 
sze-bi 5(u) 6(asz) gur| its barley: 56 gur, 
a mu-na-ru| she dedicated it to him. 
gu-du-du| Gududu 
na-sa6-ke4| for Nasa 
2(barig) i3-nun| 2 barig butter oil, 
1(gesz2) gu2 {gesz}ma-nu| 60 talents of willow sticks-
i3-du8-sze3 mu-na-durunx(KU.KU)-na-a| that he had seated (there) as gatekeepers for him, 
e2 {d}nin-ur4-ra| house of Ninura, 
{disz}{d}nin-szubur-ta-a-a-ar-ke4| Ninšubur-tayar
{d}szara2 umma{ki} a-pi4-sal4{ki}| (for) Šara of Umma and Apisal;
i3 szim erin-na ba-ni-su3| was sprinkling oil and cedar oil there. 
na igi szu-ga-lam-ma-ka bi2-du3-a-na| His stone erected in front of Šugalam, 
tur-tur-bi na4-szu-x-kam| The little ones were hammer-stones/hand-sized stones(?) 
dumu an-na| child of An, 
geme2 du11-ga-ni-zi-kam| she is the slave girl of Duganizi.” 
1(disz) {munus}asz2-gar3 a-dara4| 1 young female mountain goat, 
1/2(disz) ma-na gi-na| 1/2 mana, established, 
nin iri ku3-ga| the queen of the Holy City, 
a mu-na-ru| dedicated it (this bowl) to her. 
mu-ug7| he killed. 
ki-ib-ra-tim| of the world quarters 
ka tuku e2-gal-la-sze3 ba-ni-in-ku4| The “possessor of a mouth” entered into the palace 
uzu a-sa| head 
ama gi4| A remission (of obligations) 
uru2 gal2-la-bi nu-gal2-la mi-ni-in-ku4-ra-am3| Enlil turned the city which used to be there into a city no longer! 
1(u) 5(disz) sila4 ga| 15 suckling male lambs, 
3(disz) sila3 ninda 2(disz) gin2 i3| 3 sila3 bread, 2 shekels oil, 
sza isz-tu iti gu4-si-sa2 u4 1(disz)-kam| from month “gu-sisa,”  1st day, 
nu-siki nu-ma-kusz2| That the orphan or widow 
{d}en-lil2-da nir-gal2| trusts in Enlil' 
dub dim2-ma-ab| Create a tablet (using the wooden tool) 
ne3-zu za3-bi-sze3 gal2| Your strength is there (all the way to) its boundaries 
3(gesz2) 2(u) 6(disz) tug2 guz-za du| 206 regular guzza-garments, 
mu-un-gar-re-en| he appointed me. 
ki-en-gi-ra i-bi2 hul he2-en-szi-bar giri3-bal-a he2-em-mi-in-ra| Looked maliciously at Sumer, devastated it with a flood-storm. 
i7 gu2-bi-eridu{ki}-ga| The Gubi-Eriduga canal, 
8(disz) sila4| 8 lambs, 
ki bi2-da kuruszda-ta| of the fattener Bida. 
a-tab = %a ka-si-ru-um| barrage 
8(disz) gurusz u4 1(disz)-sze3| 8 male laborer workdays, 
{gesz}{+gi}kim3 mes| dark willow 
dumu zil an gal-e| the good son whom great An 
di mu-un-na-il2| the verdict(?) was lifted up for him. 
1(disz) {d}nin-e11-e| 1: Nin-e’e, 
am-si mah-gin7 gu2 ki-sze3 mi-ni-ib-gar| Like a mighty elephant, it bent its neck to the ground 
x-wa-szu-qar-ru| xxx 
5(asz) 3(barig) 2(ban2) gur| (and) 5 gur 3 barig 2 ban2
2(u) 3(disz) dumu 1(ban2)-ta| 23 children, 1 ban2 (= 10 sila3) each 
du6-bara2-gal-mah {d}nig2-erim2-szu-tab-be2| (At?) the “mound of the great and supreme dais/tent enclosure” Nigerimšutabe 
2(barig) a2 hun-ga2 szu-ma-ma| 2 barig: wages of the hirelings of Šū-Mama; 
dumu u3-tu {d}nin-sumun2-kam-me-en| I am the child born of Ninsumun 
tukumbi ga-gu7| After flour is poured(!), if (only?) I could eat flour 
ag-ga szagina erin2-na-mu| Aga my commander of the troops! 
dumu ur-{d}szara2| son of Ur-Šara,
ha-ba-szum2-szum2| I did give.
4(u) 5(disz) masz2| 45 billy goats, 
ti-ra-asz2 abzu-gin7| Tiraš, like Abzu, 
iti gu4-si-su u4 2(u)-kam| The month of Kislimum, the day 20
{d}gilgames3 en-ki-du10-ra gu3 mu-un-na-de2-e| Gilgamesh was speaking to Enkidu 
bad3 iri-ku3-ga| and the wall of the Holy City 
i7 pa5 {d}samanx(SZE.NUN.SZE3.BU) kasz DU| Canal (of) Saman the Runner, 
mu unu6-gal-an-na| year: “Enunugalana.” 
ur-{d}lamma ensi2| Ur-Lamma, the governor; 
e2-tum e2-bappir2| xxx 
uru2{ki} ba-an-da-gul-la me-ni ba-an-da-kur2-ru| Her city is destroyed to her detriment, her cosmic powers are changed to her detriment 
a-na-gu10 nig2 ka-ge dab-ba nu| What of mine does not surpass description? 
ki-ag2 sza3-ga-na| as one beloved in his heart
tu10 lu2-erim2-mu-um| because the smiting of my foes
da2-zi-mu2-a nin uru17-a-ke4 er2 gig mu-un-szesz4-szesz4| Azimua, the lady of the city, wept bitterly 
lugal bara2-bara2| the king who the daises
e2 sukud-ra2| his towering temple 
nam-ti-la-ni-sze3| and for his own life 
uru2-zu e2-zu ama-bi-gin7 er2 gig i3-sze8-sze8| Your city and you temple weep (for you) bitterly like their(?) mother 
du8 mah unu2-gal| and from the exalted platform of the (divine) dining hall
5(disz) ugula lugal-nir-gal2| 5, foreman: Lugal-nirgal (?), 
a-sza3 {d}szul-pa-e3| field of Šulpa’e, 
dumu ur-nigar{gar} szusz3| son of Ur-Nigar, chief cattle administrator. 
sipa ul-e ba-nu2-gin7| When(?) the shepherd laid down in that distant time(?), he laid down in order to dream/in a dream(?) 
gissu-bi kur-kur-ra dul| Its shade covers the lands 
5(disz) gin2 ku3-babbar| 5 shekels of silver
2(asz) za3 a-dar-tun2{ku6}| 2 sides of adartun fish, 
u3 ARAD2-mu dumu lugal-nemurx(PIRIG.TUR)| and ARADmu, son of Lugal-nemur, 
abzu-banda3| The Smaller Abzu 
1(u) {d}ha-ia3 nam-gal-zu gil-sa-sze3 ga-am3-pa3-pa3-de3-en| Haya, I want to constantly discover your greatness as a treasure 
sza3-ba gi-gun4 ki-ag2-ga2-ni| and within it his beloved high terrace (chapel) 
mu sa6-ga-ni| his good name 
esz3 a-ga-de3{ki} zi-bi suhur{ku6} tur-ra-gin7 engur-ra ba-an-til| The life of Agade’s sanctuary was brought to an end as if it had been only the life of a tiny carp in the deep waters, 
sza3 nibru{ki}| in Nippur; 
{d}szul-sza3-ga| To Šulšaga 
a-pil-ki-in mu 3(disz) i3-ak| Apil-kin, 3 years he ruled; 
bulug4 gigir2| metal pin for the chariot 
mu en eridu{ki} ba-hun| Year: “The en(-priestess) of (Enki in) Eridu was installed.” (Amar-Suen 8) 
a-a {d}en-lil2 {d}lahar {d}asznan-bi-da-ke4| "Father Enlil, both lahar and Ezina 
sza3 an-na-gin7 he2-en-na-dadag-ge| Thus they are clean for him like the midst of heaven(?) 
zi-ki-ir-i3-li2-szu| Zikir-ilīšu, 
mu-hul-a| he ruined 
du11-ga {d}en-lil2-le musz3-me-zu igi he2-bi2-duh| May the command of Enlil make me(?) see your face (again) 
iti sig4-{gesz}i3-szub-ga2-ra| month: “Bricks in the moulds set;” 
asz2-bala-ba-ke4-esz| or because of this curse 
a surx(AH)-surx(AH)-ra-ke4 i-im-na8-na8-ne| They were drinking water in the ditches(?) 
mu {d}nanna kar-zi-da{ki} a-ra2 2(asz)-kam-asz e2-a ba-kux(KWU636)| year: “Nanna of Karzida a 2nd time into the house was brought”; 
a-e3-gin7 u4 he2-si-il-si-le| As if (subjected to) gushing water, may the food(?) be torn apart 
dumu-dumu-ne-kam| and for the children; 
1(disz) ab2 gun3-a| 1 speckled cow,
e2 gu4-ginx ur5-sza4 ninda2-ginx gu3-nun-di| House roaring like an ox, bellowing loudly like a breed-bull! 
ama dumu mu-ni-gi4| He returned the mother to the child 
{uruda}szukur {uruda}ma-sa-tum a-ba-da-ab-gal2-le-en-na| I am in possession of the spear and the masatum weapon 
ninda nin-e mu-tum3| The lady brings the bread;
2(gesz2) 3(u) 7(disz) udu| 157 sheep, 
dumu geme2-tug2-dam| son of Geme-Tugdam
szu-nir mu-un-na-an-dim2| he fashioned a standard, 
e2 ba-gara2-ka esz3-esz3 i3-ak| In the House of Bagara he celebrated the week-festival. 
dumu-munus| the daughter
usz-de2-bi mu-ak| Its poured out foundation I made. 
szeg12-bi hu-mu-du8| when I had baked its bricks.
2(disz) 2/3(disz) ma-na ne-mur| 2 2/3 pounds ash, 
dam {d}nanna| and wife of Nanna, 
u4-ba masz-kan2-szabra{ki}| at that time, Maškan-šapir   
lu2 azlag2| the fuller. 
a-da-na-ah| Ātanah, 
1(gesz2) 3(u) 8(disz) geme2 4(ban2)-ta| 98 female workers, 4 ban2 (= 40 sila3) each 
ku-li ki-ag2| beloved friend 
giri3 lugal-nir-gal2| via Lugal-nirgal, 
u2 su3-su3 {d}suen-na-ka| that serves the food of Suen   
gir2-su{ki}| of Girsu 
iri{ki}-ga2 i-{d}utu| (any cause for) complaint from my city  
u4 an-ne2| When An 
mu {d}gu-za ba-dim2| year: “the divine chair was fashioned.” (Amar-Suen 3)
{u2}gamun2 bala-bi 4(barig) 5(ban2) 6(disz) 1/2(disz) sila3| its bala cumin: 4 barig 5 ban2 6 1/2 sila3; 
a2-bi u4 3(u) 5(disz) n-kam| its labor: 35 days, 
me-te nam-dingir-bi-sze3 tum2-ma| an ornament fitting for her divinity, 
{d}en-ki-da e2-an-gur4-ra-ka| With Enki, in E'angurraka, 
dumu i-ba-al-pi-el| son of Ibāl-pî-El. 
an-da e2-an-na ha-ba-da-an-kar| And thus (Lugalane) has removed the Eanna temple from An 
1(bur3) 1(esze3) GAN2 a-sza3 gesz-hur mu-un-hur| drew up a field 1 bur3 and 1 eše3 in area,
iti 1(u) la2 1(disz)-kam| of the 9th month,
a-ga-de3{ki} mu-un-szub| Holy Inanna abandoned the shrine of Agade 
dingir gal-gal-e-ne-er kur6 hal-ha szum2-mu-de3 ki-szu-pesz11-bi u6 di| In order to give distributed rations to the great gods, to behold(?) their shrines 
e2 nun-e-ki-gar-ra igi-da ar2-ra| house founded by the prince, in praise on the tigi instrument! 
udu ad4| crippled sheep 
bi2-in-DU x| Brought in(?) 
e2 lugal-a-ni du3-du3-a-me-en| I am one who always built/rennovated the house of his master 
{d}en-lil2-le u4-de3| Enlil spoke to the storm, and the people wailed 
dumu nam-ha-ni| son of Namhani. 
ur-sag-e| The hero. 
a-ar2-gu10 kalam-ma ke3-ke3-de3| So that my praise is performed in the land 
u4 szu zi ma-szi-tum3-da| when your righteous hand caries it out, 
esz18-dar-mu-ti mu 1(u) 1(disz) i3-ak| Ištar-mūtī, 11 years he ruled; 
in muszen-e a-na mu-ni-in-dub2-ba sza3-sze3 nu-mu-un-na-an-gid2| Whatever insults the bird had struck it with, in did not ponder 
sze-ga {d}en-lil2 {d}nin-lil2-ta| with the agreement of Enlil and Ninlil, 
i3-du8 e2-usz-bar-me| They are porters of the house of the weavers. 
dumu ur-e2-nun-na| son of Ur-Enunna. 
karx(TE) nam-ti-la karx(TE) uri2{ki}-ma-sze3 gu2-bi im-mi-ni-u5| To the harbor of life, the harbor of Ur he rode (with?) the load/tribute(?) 
i-{d}utu| complaints 
mu szu-szu-mu-dar| in place of Šū-Šumudar; 
{d}mar-tu-ba-ni| Amurrum-bani,
a mu-ru| he dedicated (this vessel).
ug3-bi ug5-ge-de3 a2 mu-un-ag2-esz-a-ba| when they had directed that its people be killed, 
bala-ba u4 su3-ra2 na-ma-ni-in-gar-re-esz-am3| they did not grant a reign of distant days. 
nir-gal2 ukken-na du11-ga-ni igi-sze3 du| authoritative one of the assembly, whose utterance takes precedence, 
1(bur3) 1(esze3) 1(iku) GAN2| 1 bur3 (ca. 6.48 Ha) 1 eše3 3 iku field; 
bala-ga2 ki in-szi-in-ag2-ge26-esz-a %a ra-i-mu bala-ia| who love my reign,
nin-me-zi-da-ra| did Ninmezidara 
sa2-gar-gar en3-tar-tar gal-zu| the all-knowing counselor and inquirer, 
1(disz) ninda 5(disz) kusz3 1(disz) szu-du3-a gid2| 1 ninda 5 cubits 1 “fist” the length; 
mu {d}szu-{d}suen lugal-e na-ru2-a-mah mu-du3| year: “Šu-Suen, the king, Big-Stele erected.” 
{d}utu| by Utu, 
na-dib-be2| not pass, 
egir-a-ne2 bi2-zukum| I trod after him 
i-ni-ib-ku4-ku4-a| shall bring it, 
u4-bar7-na he2-gaz| may he be slaughtered in his noonday (prime). 
ma-da dim2-ma-bi| (And ascertained that) the mood of the territory is changed 
3(disz) udu u2| 3 sheep, grass-fed, 
3(ban2) ninda 3(ban2) kasz du| 3 ban2 bread, 3 ban2 common beer, 
e2 mah {d}en-ki-ke4 gesztux(GISZ.TUG2)| Supreme temple of Enki giving wisdom in the land 
u4 2(u) 4(disz)-kam| the 24th day; 
1(disz) sila4 mu-kux(DU) dingir-DI-ma-at sagi| 1 lamb, delivery of Il-DImat, cupbearer, 
me ku3-ga szu du7| who perfects the holy divine powers, 
kusz2-u3-me-en nin-me a sza3-zu du11-ga-zu-ne-ne| you are to say “You are troubled, our mistress, oh your heart.” 
nam-ti| life
a {gesz}ma2-sag-ga2-ke4 gu3 nu-mu-un-gi4-gi4 asil3-la2 nu-mu-un-szub| The sound of water against the boat's prow ceased, there was no rejoicing. 
szunigin 2(szar2) 5(bur'u) 9(bur3) 2(esze3) 3(iku) 1/2(iku) 1/4(iku) GAN2 1(u)-ta| total: 2 šar2 59 bur3 2 eše3 3 3/4 iku surface area at 10 each; 
dumu-ni-ra na-sze3 mu-ri-ni-in-de5| (The resident of?) Šuruppak instructed his son 
nam-nun-na| The great pirig creature of rulership 
1(disz) balag-ku3 {d}nin-ur4-ra| 1: Silver harp, Ninura, 
u4-szu2-usz-e| daily 
gir4 mah-ba gu4 udu nu-ke3-e ir nu-mu-un-ur5-ur5-e| In the great oven the oxen and sheep were not being prepared (i.e., roasted?), one could no longer smell it(?) 
kin-bi 2/3(disz) sar 5(disz) gin2| its work: 2/3 (volume-)sar 5 (volume-)shekels; 
lagasz{ki}| of Lahaš, 
lu2-e2-szu-me-sza4| Lu-ešumeša
pa4-szesz| the pašeš-priest
{d}gesztin-an-na| For Geštinana, 
uru2 garza-zu im-me-de3-kur2-ra| O city, your rites have been alienated from you, 
ki du-du-ni gissu-bi| his pacing spot the shadows; 
1(disz) sila4 nig2-ki-zah2 e2-gal-la| 1 lamb, that of disappearance(?), in the palace; 
a-di iti bara2-za3-gar| to month “Dais-shrine”  
la-ma-sa3-tum| Lammasatum 
me-lam2-kisz{ki} dumu en-me-nun-na-ke4| Melam-kish, son of Enmenuna, 
iti-da esz3-e abzu-a igi-du8-a e2-zu sag he2-us2| Monthly may your house (?) regularly receive tributes in the shrine, in the abzu. 
iri{ki} nam tar gig-ga im-ma-du-a-gu10| My city (for whom) a bitter fate was established(?) 
{gesz}ma-a-a-al-tum{ki}| At the site of a chariot, it is a mayaltum wagon(!?) 
ur-{d}namma geszbun gal-gal-la ba-szi-in-dur2-ru-ne-esz| Ur-Namma seated the people at a huge banquet. 
szudum-zu ki i3-tag-tag-ge| Your tallying stick(?) is planted in the ground 
u4-bi-a muszen-e ku6-e mu-un-na-ni-ib-gi4-gi4| At that time, the bird was replying to the fish 
iri du3-a {gesz}gu-za-bi gi-na| the throne of the built-up city be firm;
ab2 e2-tur3| xxx 
2(gesz2) lugal-sza3| 120 for Lugal-ša;
me eridu{ki}-ga| who the divine power of Eridu
ur-mes i3-dab5| did Ur-mes accept; 
a2-szita4-a nam-lugal-la-ka-ni im-ma-ra-an-ba-ba| and gave away his royal paraphernalia. 
iri{ki}-ba dingir-x ki-tusz ba-ab-be2-de3 bar-ta ba-da-gub| The city's god left his dwelling and stood aside. 
sa10-am3 a2 gu4| is the price of the hire of an ox
usz2 1(barig) ur-bara2-si-ga| Dead: 60 litres (of barley for) Ur-barasiga
sag-e-esz mu-un-rig7-ge*-esz| they presented to me. 
1(barig) lugal-sza3-la2 dumu lu2-dingir-ra| 1 barig Lugal-šala son of Lu-dingira
bad3-bi gu2-giri16 im-mi-in-gar ug3-e sze am3-sza4| (The storm) made a breach in the wall, and the people wailed 
1(gesz2) 4(u) 1(disz) udu-nita| 101 rams, 
e2-x-x| of E-x-(x),
ama {d}nin-tu-re mu10 zi mu-u3-du11| Mother Nintur caressed you; 
mu {d}nanna {d}utu u3 {d}ri-im-{d}suen lugal in-pa3| By the name of Nanna, Šamaš, and of the king Rīm-Sîn she has sworn. 
nam-en ub-da limmu2-ba| the rule of the four world quarters
nig2-ka9 szu-ku6 gal| xxx 
i7 mah ni2-gal2-la su kalam-ma zi-zi| mighty awe-inspiring river which terrifies the Land! 
mu e2 {d}szara2| xxx 
szunigin 1(gesz2) 2(u) gig gur| total: 80 gur wheat, 
gu2 gesz| loads of timber 
4(asz) dumu da-ba| 4 (gur), ‘children-at-its-side’
dumu ku5-da-a| son of Kuda'a, 
1(asz) 1(barig) 8(disz) sila3 dabin gur| 1 gur, barig 8 sila flour, 
7(asz) mu10-us2-sa2-ke4{muszen}| 7 cranes, 
dumu ur-{d}dumu-zi-da| son of Ur-dumuzida. 
lugal-TAR| Lugal-TAR, 
dumu zi-ia-tum| son of Ziyatum, 
u3 in-ga2-ga2-a| uses it 
PA.TE.SI| governor 
nibru{ki} ki du10-ga-sze3 %a a-na du-un-nim| to Nippur the Good Ground; 
szer3 gig-ga im-me szu-luh zi ha-lam-ma-sze3| - it sings a bitter song of the proper cleansing-rites that are forgotten! 
lu2-kal-la ka-guru7| xxx 
